id,name,category,subcategory,tags,brand,price,originalPrice,discount,rating,reviewCount,stock,image,deliveryDays,isPrime,sizes,colors
630,Levi's 501 Original Fit Jeans - White (2),men,jeans,denim|heritage|white,Levi's,88.96,106.62,17,4.0,17219,177,https://picsum.photos/seed/levi's-jeans-630/800/1000,3,True,XXL|XS|M|XL,Pink|Brown
631,Adidas Ultraboost Light - Brown (2),footwear,running,running|boost|performance|brown,Adidas,173.77,206.65,16,5.0,932,460,https://picsum.photos/seed/adidas-running-631/800/1000,3,True,12|7|8,Black|Pink|Navy
632,The Ordinary Niacinamide 10% + Zinc 1% - White (3),beauty,serum,niacinamide|oil control|white,The Ordinary,11.51,13.88,17,3.9,10745,361,https://picsum.photos/seed/the-ordinary-serum-632/800/1000,6,True,,White|Blue
633,Nike Air Force 1 '07 - Red (1),footwear,sneakers,sneakers|leather|heritage|red,Nike,106.26,121.65,13,4.9,1573,60,https://picsum.photos/seed/nike-sneakers-633/800/1000,6,True,12|9|10|6|11|8,Green|Black|Blue
634,Madewell Transport Tote - White (1),accessories,bags,tote|leather|white,Madewell,214.57,246.76,13,4.9,4148,445,https://picsum.photos/seed/madewell-bags-634/800/1000,5,True,,Black
635,Nike Air Force 1 '07 - White (3),footwear,sneakers,sneakers|leather|heritage|white,Nike,104.75,115.38,9,4.7,14010,194,https://picsum.photos/seed/nike-sneakers-635/800/1000,6,True,11|8|12|7|6,Navy|Brown|Red
636,Rains Long Jacket - Purple (3),men,jackets,rain|lightweight|purple,Rains,138.51,154.43,10,4.6,2326,272,https://picsum.photos/seed/rains-jackets-636/800/1000,3,True,XXL|XS|S,Red|Beige|Purple
637,Vuori Halo Performance Hoodie - Brown (1),women,hoodies,athleisure|soft|brown,Vuori,89.54,116.73,23,4.8,16323,75,https://picsum.photos/seed/vuori-hoodies-637/800/1000,5,True,XS|S|XXL|L|XL|M,Red|Purple
638,Garmin Forerunner 265 - Brown (3),accessories,watches,gps|running|brown,Garmin,410.13,455.55,10,4.4,4909,334,https://picsum.photos/seed/garmin-watches-638/800/1000,5,True,,Red
639,Timberland 6-Inch Premium - Pink (1),footwear,boots,boots|waterproof|pink,Timberland,225.05,241.92,7,4.0,404,340,https://picsum.photos/seed/timberland-boots-639/800/1000,2,True,8|10|9,Green|Blue
640,Birkenstock Arizona EVA - Blue (4),footwear,sandals,sandals|summer|blue,Birkenstock,51.92,64.39,19,5.0,13027,77,https://picsum.photos/seed/birkenstock-sandals-640/800/1000,2,True,10|7|9,Navy
641,Aritzia Super Puff - Brown (1),women,jackets,puffer|winter|brown,Aritzia,272.05,352.33,23,4.3,5787,354,https://picsum.photos/seed/aritzia-jackets-641/800/1000,2,False,L|XXL|XL|M,Black|Beige
642,Reformation Nikita Dress - Olive (2),women,dresses,sustainable|summer|olive,Reformation,234.1,252.9,7,4.2,2007,150,https://picsum.photos/seed/reformation-dresses-642/800/1000,4,True,XS|S|XL|L,Pink|Blue|Olive
643,Kids Nike Team Hustle D 11 - Blue (1),kids,sneakers,kids|basketball|blue,Nike,78.64,103.09,24,4.0,14285,406,https://picsum.photos/seed/nike-sneakers-643/800/1000,4,True,1Y|2Y|11C|3Y|10C,Blue
644,Oakley Holbrook Prizm - Green (3),accessories,sunglasses,prizm|sport|green,Oakley,163.94,202.72,19,4.0,13720,207,https://picsum.photos/seed/oakley-sunglasses-644/800/1000,2,False,,Black
645,Carhartt WIP Chase Hoodie - Red (3),men,hoodies,fleece|street|red,Carhartt WIP,89.48,111.46,20,3.8,4969,99,https://picsum.photos/seed/carhartt-wip-hoodies-645/800/1000,2,True,XXL|S|M|L|XS,Green|Brown
646,Rains Long Jacket - Black (4),men,jackets,rain|lightweight|black,Rains,128.06,149.25,14,4.3,11231,422,https://picsum.photos/seed/rains-jackets-646/800/1000,5,False,XL|M|XXL,White|Green
647,Birkenstock Arizona EVA - Pink (3),footwear,sandals,sandals|summer|pink,Birkenstock,48.92,63.04,22,3.9,10114,303,https://picsum.photos/seed/birkenstock-sandals-647/800/1000,6,True,6|10|7|9|12|11,White
648,Ray-Ban Wayfarer Classic - Grey (4),accessories,sunglasses,acetate|uv|grey,Ray-Ban,155.0,196.95,21,4.6,7449,158,https://picsum.photos/seed/ray-ban-sunglasses-648/800/1000,3,False,,Black|Navy|Olive
649,Athleta Salutation Stash 7/8 Tight - Pink (2),women,activewear,leggings|performance|pink,Athleta,89.79,115.39,22,4.8,7757,213,https://picsum.photos/seed/athleta-activewear-649/800/1000,2,True,XS|XXL|L|XL|S|M,Purple|Pink
650,Garmin Forerunner 265 - Brown (2),accessories,watches,gps|running|brown,Garmin,451.06,494.5,9,4.3,17178,156,https://picsum.photos/seed/garmin-watches-650/800/1000,5,False,,Red|Purple
651,Reformation Nikita Dress - Purple (4),women,dresses,sustainable|summer|purple,Reformation,270.06,293.14,8,3.9,9569,135,https://picsum.photos/seed/reformation-dresses-651/800/1000,6,True,S|L|XS|M,Grey
652,Sony WH-1000XM5 - Beige (1),accessories,headphones,anc|wireless|beige,Sony,443.47,510.39,13,3.8,13041,10,https://picsum.photos/seed/sony-headphones-652/800/1000,4,True,,Olive
653,CeraVe Hydrating Facial Cleanser - Black (3),beauty,skincare,cleanser|ceramides|black,CeraVe,17.5,20.84,16,4.7,8509,87,https://picsum.photos/seed/cerave-skincare-653/800/1000,2,True,,Beige
654,LEGO Classic Bricks and Wheels - Navy (3),kids,toys,lego|creative|navy,LEGO,29.26,38.12,23,4.7,2825,114,https://picsum.photos/seed/lego-toys-654/800/1000,3,True,12C|1Y|3Y|2Y,Pink
655,Nike Dri-FIT Challenger Shorts - Red (2),men,shorts,running|lightweight|red,Nike,50.77,61.19,17,4.9,9524,146,https://picsum.photos/seed/nike-shorts-655/800/1000,5,True,L|XXL|S,Navy|Grey
656,Nike Dri-FIT Challenger Shorts - Green (1),men,shorts,running|lightweight|green,Nike,49.55,63.5,22,4.4,16187,414,https://picsum.photos/seed/nike-shorts-656/800/1000,6,True,L|M|XXL|S,Purple
657,Levi's Ribcage Straight Ankle - Purple (2),women,jeans,denim|high rise|purple,Levi's,103.49,139.16,26,4.5,4682,0,https://picsum.photos/seed/levi's-jeans-657/800/1000,5,False,XXL|S|XL|M|L,Pink
658,Fenty Beauty Gloss Bomb - Blue (2),beauty,makeup,lip gloss|shine|blue,Fenty Beauty,19.32,25.64,25,4.4,17617,297,https://picsum.photos/seed/fenty-beauty-makeup-658/800/1000,6,True,,White
659,CeraVe Hydrating Facial Cleanser - Olive (4),beauty,skincare,cleanser|ceramides|olive,CeraVe,17.35,22.09,21,4.5,3745,118,https://picsum.photos/seed/cerave-skincare-659/800/1000,4,True,,Green|Beige
660,Rains Long Jacket - Pink (4),men,jackets,rain|lightweight|pink,Rains,132.58,152.45,13,4.8,16123,215,https://picsum.photos/seed/rains-jackets-660/800/1000,4,True,XXL|XS|XL|M,Olive|Green|Brown
661,Apple Watch SE (2nd Gen) - Black (2),accessories,watches,smartwatch|fitness|black,Apple,257.23,317.53,19,4.0,14883,400,https://picsum.photos/seed/apple-watches-661/800/1000,4,True,,Navy|Grey|Olive
662,Ray-Ban Wayfarer Classic - Grey (4),accessories,sunglasses,acetate|uv|grey,Ray-Ban,164.56,192.1,14,3.8,16538,303,https://picsum.photos/seed/ray-ban-sunglasses-662/800/1000,6,True,,Green|Blue
663,LEGO Classic Bricks and Wheels - White (2),kids,toys,lego|creative|white,LEGO,30.0,34.88,14,4.4,15429,59,https://picsum.photos/seed/lego-toys-663/800/1000,6,True,3Y|12C|2Y|10C|11C|1Y|13C,Blue|Green
664,The Ordinary Niacinamide 10% + Zinc 1% - Blue (1),beauty,serum,niacinamide|oil control|blue,The Ordinary,13.44,16.39,18,4.7,17694,311,https://picsum.photos/seed/the-ordinary-serum-664/800/1000,5,True,,White
665,Rains Long Jacket - Black (4),men,jackets,rain|lightweight|black,Rains,127.21,164.61,23,4.9,9252,66,https://picsum.photos/seed/rains-jackets-665/800/1000,2,False,XL|XXL|XS,Olive
666,Adidas Originals Stan Smith Kids - White (2),kids,sneakers,kids|sneakers|white,Adidas,69.52,73.95,6,4.4,915,23,https://picsum.photos/seed/adidas-sneakers-666/800/1000,2,True,11C|1Y|13C|10C|2Y|12C|3Y,Purple
667,Bellroy Slim Sleeve Wallet - Navy (3),accessories,wallets,leather|rfid|navy,Bellroy,75.26,85.51,12,3.8,8631,97,https://picsum.photos/seed/bellroy-wallets-667/800/1000,4,True,,Black|Blue|Pink
668,Patagonia Better Sweater Fleece - Black (4),women,sweaters,fleece|outdoor|black,Patagonia,156.02,183.61,15,4.0,13009,260,https://picsum.photos/seed/patagonia-sweaters-668/800/1000,5,True,XL|XS|M|XXL|L,Brown|Blue|Grey
669,Uniqlo U Crew Neck T-Shirt - Beige (4),men,t-shirts,basics|cotton|beige,Uniqlo,18.55,25.0,26,4.6,7793,397,https://picsum.photos/seed/uniqlo-t-shirts-669/800/1000,3,True,XXL|XL|S|M,Beige|Purple
670,Lululemon ABC Slim-Fit Pant - Olive (3),men,pants,commuter|stretch|olive,Lululemon,116.15,153.06,24,4.1,7867,302,https://picsum.photos/seed/lululemon-pants-670/800/1000,5,True,L|XXL|M|XS|S|XL,Beige
671,Patagonia Better Sweater Fleece - Green (3),women,sweaters,fleece|outdoor|green,Patagonia,140.21,182.85,23,4.6,15517,395,https://picsum.photos/seed/patagonia-sweaters-671/800/1000,4,True,M|XL|L,Olive|Purple|Pink
672,Dr. Martens 1460 Smooth - Pink (3),footwear,boots,boots|leather|pink,Dr. Martens,167.04,181.89,8,3.9,5002,317,https://picsum.photos/seed/dr.-martens-boots-672/800/1000,6,True,10|7|6|12|9,Blue|Red
673,Carhartt WIP Chase Hoodie - Red (4),men,hoodies,fleece|street|red,Carhartt WIP,86.68,94.85,9,4.6,9787,297,https://picsum.photos/seed/carhartt-wip-hoodies-673/800/1000,5,True,L|XXL|XS|M|XL|S,Green|Beige|Pink
674,Patagonia Better Sweater Fleece - Blue (2),women,sweaters,fleece|outdoor|blue,Patagonia,127.05,145.7,13,4.4,16541,295,https://picsum.photos/seed/patagonia-sweaters-674/800/1000,5,True,L|XL|M,Pink|Grey|Green
675,Aritzia Super Puff - Blue (3),women,jackets,puffer|winter|blue,Aritzia,282.87,299.36,6,4.4,13050,247,https://picsum.photos/seed/aritzia-jackets-675/800/1000,5,True,M|XXL|S|L|XS|XL,Beige
676,The Ordinary Niacinamide 10% + Zinc 1% - Green (3),beauty,serum,niacinamide|oil control|green,The Ordinary,11.88,13.98,15,4.1,6197,476,https://picsum.photos/seed/the-ordinary-serum-676/800/1000,5,True,,Black|Navy
677,Arc'teryx Atom LT Hoody - Pink (2),men,jackets,insulated|outdoor|pink,Arc'teryx,300.59,338.35,11,4.2,5329,41,https://picsum.photos/seed/arc'teryx-jackets-677/800/1000,5,False,XXL|L|M|S,Grey|Pink|Navy
678,Levi's 501 Original Fit Jeans - Black (4),men,jeans,denim|heritage|black,Levi's,112.56,149.72,25,4.4,16738,153,https://picsum.photos/seed/levi's-jeans-678/800/1000,3,False,XS|XXL|M|S|XL|L,Brown
679,Bose QuietComfort Ultra - Navy (3),accessories,headphones,anc|comfort|navy,Bose,472.1,555.38,15,4.8,7853,320,https://picsum.photos/seed/bose-headphones-679/800/1000,3,True,,Olive|Grey
680,Tumi Alpha 3 Expandable Brief - Green (3),accessories,bags,brief|travel|green,Tumi,495.61,596.53,17,4.0,15075,494,https://picsum.photos/seed/tumi-bags-680/800/1000,2,False,,Purple|Green|Grey
681,Gap Kids Graphic Tee - Navy (4),kids,t-shirts,cotton|graphic|navy,Gap,17.41,20.63,16,4.2,3441,389,https://picsum.photos/seed/gap-t-shirts-681/800/1000,4,True,13C|12C|3Y|1Y,Grey|Black|Beige
682,Casio G-Shock DW5600 - Pink (4),accessories,watches,shock resistant|digital|pink,Casio,90.16,103.42,13,4.7,13770,311,https://picsum.photos/seed/casio-watches-682/800/1000,3,True,,Grey
683,Vuori Halo Performance Hoodie - Blue (3),women,hoodies,athleisure|soft|blue,Vuori,90.8,121.52,25,4.3,7096,197,https://picsum.photos/seed/vuori-hoodies-683/800/1000,5,True,L|XL|XS|XXL|S|M,Black|Olive
684,Olaplex No.3 Hair Perfector - Grey (2),beauty,haircare,bond repair|hair|grey,Olaplex,29.86,36.21,18,4.7,401,267,https://picsum.photos/seed/olaplex-haircare-684/800/1000,3,True,,Black|Navy
685,Adidas Originals Stan Smith Kids - White (4),kids,sneakers,kids|sneakers|white,Adidas,71.81,94.72,24,3.9,244,429,https://picsum.photos/seed/adidas-sneakers-685/800/1000,2,False,1Y|2Y,Green
686,Kindle Paperwhite 11th Gen - Pink (1),accessories,ereader,ereader|waterproof|pink,Amazon,161.97,176.58,8,4.3,10517,323,https://picsum.photos/seed/amazon-ereader-686/800/1000,4,False,,Brown
687,Kiehl's Ultra Facial Cream - Navy (3),beauty,moisturizer,moisturizer|hydrating|navy,Kiehl's,39.53,49.65,20,4.2,15954,437,https://picsum.photos/seed/kiehl's-moisturizer-687/800/1000,3,True,,White|Navy|Green
688,Madewell Transport Tote - Black (2),accessories,bags,tote|leather|black,Madewell,172.31,221.85,22,4.4,7434,394,https://picsum.photos/seed/madewell-bags-688/800/1000,2,False,,Red|White
689,Uniqlo U Crew Neck T-Shirt - White (1),men,t-shirts,basics|cotton|white,Uniqlo,20.59,25.87,20,4.8,673,356,https://picsum.photos/seed/uniqlo-t-shirts-689/800/1000,4,False,XXL|M|XS,Navy|Olive
690,Herschel Little America Backpack - Red (1),accessories,bags,backpack|travel|red,Herschel,125.67,143.23,12,3.9,14111,287,https://picsum.photos/seed/herschel-bags-690/800/1000,2,True,,Pink|Olive|Red
691,Lululemon ABC Slim-Fit Pant - Purple (4),men,pants,commuter|stretch|purple,Lululemon,124.79,144.52,14,4.8,17755,126,https://picsum.photos/seed/lululemon-pants-691/800/1000,6,False,XS|XL|M|XXL|S,Purple
692,Levi's Ribcage Straight Ankle - Black (2),women,jeans,denim|high rise|black,Levi's,113.83,120.7,6,4.8,3815,64,https://picsum.photos/seed/levi's-jeans-692/800/1000,5,False,XXL|L|M|XL|XS|S,Black|Green
693,Gap Kids Graphic Tee - Black (1),kids,t-shirts,cotton|graphic|black,Gap,16.59,19.3,14,4.1,4554,241,https://picsum.photos/seed/gap-t-shirts-693/800/1000,4,True,1Y|3Y,Black
694,LEGO Classic Bricks and Wheels - Beige (2),kids,toys,lego|creative|beige,LEGO,30.09,34.55,13,4.3,13500,361,https://picsum.photos/seed/lego-toys-694/800/1000,3,True,11C|2Y|12C,White
695,CeraVe Hydrating Facial Cleanser - Red (3),beauty,skincare,cleanser|ceramides|red,CeraVe,15.92,16.82,5,3.9,13346,257,https://picsum.photos/seed/cerave-skincare-695/800/1000,6,False,,Blue|Olive
696,Dr. Martens 1460 Smooth - Olive (3),footwear,boots,boots|leather|olive,Dr. Martens,173.03,205.19,16,5.0,356,440,https://picsum.photos/seed/dr.-martens-boots-696/800/1000,3,True,10|11|7|9|12,Blue
697,LEGO Classic Bricks and Wheels - Grey (1),kids,toys,lego|creative|grey,LEGO,30.0,39.95,25,4.9,6513,281,https://picsum.photos/seed/lego-toys-697/800/1000,6,False,12C|10C|11C,Brown
698,Anker 737 Power Bank - Brown (3),accessories,gadgets,power bank|usb-c|brown,Anker,145.72,172.21,15,4.9,8090,97,https://picsum.photos/seed/anker-gadgets-698/800/1000,6,False,,White|Black|Olive
699,Anker 737 Power Bank - White (3),accessories,gadgets,power bank|usb-c|white,Anker,152.24,177.17,14,3.9,7264,339,https://picsum.photos/seed/anker-gadgets-699/800/1000,3,True,,Olive
700,La Roche-Posay Anthelios SPF 60 - Grey (2),beauty,skincare,sunscreen|spf|grey,La Roche-Posay,40.35,52.73,23,4.7,868,429,https://picsum.photos/seed/la-roche-posay-skincare-700/800/1000,2,True,,Red
701,Bellroy Slim Sleeve Wallet - Black (4),accessories,wallets,leather|rfid|black,Bellroy,72.33,84.78,15,4.6,12348,90,https://picsum.photos/seed/bellroy-wallets-701/800/1000,6,True,,Brown|Blue|Grey
702,Bose QuietComfort Ultra - Purple (3),accessories,headphones,anc|comfort|purple,Bose,414.23,530.16,22,3.8,662,212,https://picsum.photos/seed/bose-headphones-702/800/1000,4,True,,Grey
703,Carter's 2-Piece Pajama Set - Purple (1),kids,sleepwear,pajamas|soft|purple,Carter's,27.34,30.25,10,4.2,11886,495,https://picsum.photos/seed/carter's-sleepwear-703/800/1000,3,True,12C|13C|3Y|10C|11C|2Y,Beige|Blue
704,Kindle Paperwhite 11th Gen - Beige (4),accessories,ereader,ereader|waterproof|beige,Amazon,142.55,160.75,11,4.7,3150,445,https://picsum.photos/seed/amazon-ereader-704/800/1000,3,True,,Olive|Grey
705,Bose QuietComfort Ultra - Purple (3),accessories,headphones,anc|comfort|purple,Bose,395.18,441.44,10,4.6,5607,493,https://picsum.photos/seed/bose-headphones-705/800/1000,4,True,,Red|Navy|Grey
706,Tumi Alpha 3 Expandable Brief - White (4),accessories,bags,brief|travel|white,Tumi,495.9,650.76,24,4.5,11565,259,https://picsum.photos/seed/tumi-bags-706/800/1000,2,True,,Beige|Blue
707,Madewell Transport Tote - Red (4),accessories,bags,tote|leather|red,Madewell,191.17,244.22,22,3.8,8876,277,https://picsum.photos/seed/madewell-bags-707/800/1000,6,True,,Navy|Pink
708,Olaplex No.3 Hair Perfector - Beige (3),beauty,haircare,bond repair|hair|beige,Olaplex,30.43,36.85,17,4.6,3984,154,https://picsum.photos/seed/olaplex-haircare-708/800/1000,2,True,,Purple
709,Nike Air Force 1 '07 - Grey (1),footwear,sneakers,sneakers|leather|heritage|grey,Nike,125.57,148.83,16,4.0,10103,356,https://picsum.photos/seed/nike-sneakers-709/800/1000,5,True,7|8|9,Brown|Red
710,Sephora Collection Cream Lip Stain - Grey (3),beauty,makeup,lip|matte|grey,Sephora Collection,15.15,17.23,12,4.1,17489,221,https://picsum.photos/seed/sephora-collection-makeup-710/800/1000,4,True,,Red|White
711,Dyson Supersonic Hair Dryer - Green (3),beauty,haircare,hair dryer|premium|green,Dyson,423.84,505.83,16,4.6,17069,288,https://picsum.photos/seed/dyson-haircare-711/800/1000,4,True,,Red|Grey|Brown
712,Bose QuietComfort Ultra - Beige (1),accessories,headphones,anc|comfort|beige,Bose,472.39,526.96,10,4.5,17130,436,https://picsum.photos/seed/bose-headphones-712/800/1000,4,False,,Brown|Grey|Purple
713,Sephora Collection Cream Lip Stain - Red (1),beauty,makeup,lip|matte|red,Sephora Collection,15.9,20.62,23,4.3,14249,202,https://picsum.photos/seed/sephora-collection-makeup-713/800/1000,3,False,,White|Grey|Brown
714,Kindle Paperwhite 11th Gen - Black (4),accessories,ereader,ereader|waterproof|black,Amazon,164.38,185.94,12,4.8,8342,41,https://picsum.photos/seed/amazon-ereader-714/800/1000,4,False,,Green
715,Casio G-Shock DW5600 - Grey (3),accessories,watches,shock resistant|digital|grey,Casio,97.1,115.19,16,4.6,17495,270,https://picsum.photos/seed/casio-watches-715/800/1000,2,False,,Brown
716,Everlane Organic Cotton Box-Cut Tee - White (2),women,tops,basics|cotton|white,Everlane,30.6,34.32,11,4.7,5910,212,https://picsum.photos/seed/everlane-tops-716/800/1000,6,True,S|XXL|XS|L,White
717,Apple Watch SE (2nd Gen) - Red (2),accessories,watches,smartwatch|fitness|red,Apple,282.07,305.09,8,4.0,2574,127,https://picsum.photos/seed/apple-watches-717/800/1000,4,True,,Grey
718,The Ordinary Niacinamide 10% + Zinc 1% - Green (1),beauty,serum,niacinamide|oil control|green,The Ordinary,11.66,13.36,13,4.1,4533,75,https://picsum.photos/seed/the-ordinary-serum-718/800/1000,6,True,,Beige
719,Hoka Clifton 9 - White (2),footwear,running,max cushion|running|white,Hoka,135.11,175.85,23,4.6,6573,40,https://picsum.photos/seed/hoka-running-719/800/1000,5,True,6|12|11|9|10,Navy
720,Oakley Holbrook Prizm - Black (2),accessories,sunglasses,prizm|sport|black,Oakley,180.09,213.64,16,3.9,11813,449,https://picsum.photos/seed/oakley-sunglasses-720/800/1000,6,False,,Navy|Blue|Grey
721,Birkenstock Arizona EVA - Blue (3),footwear,sandals,sandals|summer|blue,Birkenstock,50.75,55.33,8,4.0,805,303,https://picsum.photos/seed/birkenstock-sandals-721/800/1000,3,False,10|6|11|8|7,Navy|White|Black
722,Kids Nike Team Hustle D 11 - White (3),kids,sneakers,kids|basketball|white,Nike,67.81,84.88,20,4.2,9379,234,https://picsum.photos/seed/nike-sneakers-722/800/1000,4,False,2Y|11C|12C|1Y|13C|3Y,Olive|White|Grey
723,Sony WH-1000XM5 - Navy (1),accessories,headphones,anc|wireless|navy,Sony,379.11,451.34,16,4.5,15489,234,https://picsum.photos/seed/sony-headphones-723/800/1000,5,False,,Pink|Green
724,Adidas Originals Stan Smith Kids - Red (4),kids,sneakers,kids|sneakers|red,Adidas,70.4,85.95,18,5.0,15738,45,https://picsum.photos/seed/adidas-sneakers-724/800/1000,5,False,2Y|10C,Pink
725,Reformation Nikita Dress - Grey (4),women,dresses,sustainable|summer|grey,Reformation,258.68,321.38,20,4.6,4032,486,https://picsum.photos/seed/reformation-dresses-725/800/1000,5,True,S|XXL|L|XS|M,Brown
726,Nike Air Force 1 '07 - Navy (1),footwear,sneakers,sneakers|leather|heritage|navy,Nike,99.26,133.31,26,3.8,2289,117,https://picsum.photos/seed/nike-sneakers-726/800/1000,2,True,6|7|10|8|11|9|12,Navy
727,Arc'teryx Atom LT Hoody - Beige (3),men,jackets,insulated|outdoor|beige,Arc'teryx,268.43,312.76,14,4.6,16337,414,https://picsum.photos/seed/arc'teryx-jackets-727/800/1000,4,False,M|L|S|XS|XXL,Red|Pink
728,Allbirds Wool Runner - Pink (2),footwear,sneakers,merino|sustainable|pink,Allbirds,100.94,126.01,20,4.1,17079,45,https://picsum.photos/seed/allbirds-sneakers-728/800/1000,4,True,9|8|6|11|10,Purple
729,Timberland 6-Inch Premium - Beige (4),footwear,boots,boots|waterproof|beige,Timberland,209.97,245.47,14,4.8,4311,144,https://picsum.photos/seed/timberland-boots-729/800/1000,2,True,7|8|9,Grey|Black
730,Rains Long Jacket - Black (4),men,jackets,rain|lightweight|black,Rains,118.81,160.13,26,4.5,6816,186,https://picsum.photos/seed/rains-jackets-730/800/1000,5,True,XS|XXL|M|XL,Black
731,Allbirds Wool Runner - Navy (1),footwear,sneakers,merino|sustainable|navy,Allbirds,110.15,145.31,24,4.0,12782,5,https://picsum.photos/seed/allbirds-sneakers-731/800/1000,3,True,10|12|6|9|11|7,Purple|Brown
